mIoU_val,mIoU_val_dummy,epoch,lr_0,loss_train_total,loss_train_full_size,loss_train_down_1,time_training,time_validation,time_confusion_matrix,time_forward,time_post_processing,time_copy_to_gpu,IoU_val_class_0,IoU_val_class_1,IoU_val_class_2,IoU_val_class_3,IoU_val_class_4,IoU_val_class_5,IoU_val_class_6,IoU_val_class_7,IoU_val_class_8,IoU_val_class_9,IoU_val_class_10,loss_val,loss_val_unweighted
0.07716477669949026,0.07716477669949026,0,0.00019999999999999966,7.218663430749884,1.379744611241628,2.039527160887143,6.787988901138306,2.777386426925659,0.5951018333435059,0.16760706901550293,0.363506555557251,0.02051234245300293,0.8488125436943929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017507225391302,0.8685485193633363
0.0500533489406346,0.0500533489406346,1,0.00020493105739919238,3.013984303089162,0.7995915225259794,0.919156507036458,5.4802024364471436,2.631270408630371,0.5253355503082275,0.1438002586364746,0.3711726665496826,0.01675271987915039,0.4080594015134031,0.14252743683357755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011022084446303499,0.7400976115019328
0.0874426249374799,0.0874426249374799,2,0.00021970396682420915,3.3671486676174878,0.8787461334697502,0.8485993969369877,5.612260818481445,2.8147847652435303,0.5334680080413818,0.1563568115234375,0.4084157943725586,0.018738985061645508,0.726825898892731,0.23504297541954788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010211451447516139,0.6002561087616952
0.07652313786555624,0.07652313786555624,3,0.0002442580232214428,3.2965362663619167,0.956672001410379,0.7338445200945757,5.262861967086792,2.9125609397888184,0.5442450046539307,0.16244077682495117,0.41086769104003906,0.021097898483276367,0.8153827807105605,0.0263717358105582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01779596611598526,0.5446624663147589
0.01374431420960065,0.01374431420960065,4,0.0002784923287063286,2.797981995760057,0.6581154214867042,0.7402929052531037,5.352367877960205,2.699279546737671,0.5496602058410645,0.17675542831420898,0.40375566482543945,0.02147388458251953,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014478486935119984,2.252281260408361
0.06433504504135232,0.06433504504135232,5,0.0003222662071743947,3.571702916332794,0.8388505255693154,0.8954468346023083,5.562848091125488,2.619365930557251,0.48337888717651367,0.14837002754211426,0.36825084686279297,0.016365766525268555,0.6007630926957503,0.1069224027591251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01313709068134781,0.724010827218684
0.01374431420960065,0.01374431420960065,6,0.00037539978236954784,3.0044900158539614,0.6512427182350009,0.633270534240636,5.437140703201294,2.771911144256592,0.5442006587982178,0.1622450351715088,0.40474677085876465,0.01972675323486328,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013487640528536597,2.1650748392696735
0.014950185123632536,0.014950185123632536,7,0.00043767471703419405,3.141960936936721,0.7512551469283554,0.6726668472336462,5.2981297969818115,2.8393688201904297,0.5523309707641602,0.14881086349487305,0.42073917388916016,0.018140792846679688,0.011742496802654783,0.1527095395573031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010266487441169697,0.9989925968166816
0.014180737251348424,0.014180737251348424,8,0.0005088351101038653,2.9501548002432774,0.7291001377709687,0.6558174040474182,5.74603271484375,2.794858694076538,0.5222175121307373,0.16543984413146973,0.4013688564300537,0.01967310905456543,0.004805525245633524,0.15118258451919914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01027456322348768,0.9503156572028382
0.013744494809346992,0.013744494809346992,9,0.0005885885482595828,3.0388715757661955,0.702813456717069,0.7036783053763556,5.480210065841675,2.7064435482025146,0.5566451549530029,0.14971232414245605,0.42015886306762695,0.01717662811279297,1.7606526528105651e-06,0.1511876822501641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010090469737431157,0.8365643198861514
0.01374431420960065,0.01374431420960065,10,0.0006766073075169035,3.0647645528622296,0.7106560173582643,0.7695383477112154,5.975778341293335,2.7283143997192383,0.5300917625427246,0.16835474967956543,0.4105041027069092,0.019786834716796875,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009833918382898647,1.0461632258097073
0.01374431420960065,0.01374431420960065,11,0.0007725296999140773,2.9282815455249986,0.6467238967220424,0.7352511970715773,5.530658006668091,2.6975035667419434,0.535590410232544,0.14832091331481934,0.38085222244262695,0.01667499542236328,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008978043827733866,0.8779764127615337
0.01374431420960065,0.01374431420960065,12,0.0008759615597654534,2.0038083078786055,0.5255091500486491,0.4680146573070022,5.38915228843689,2.759330987930298,0.5474236011505127,0.17604303359985352,0.39760446548461914,0.019849061965942383,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01201809797061637,1.8598536269037838
0.01374431420960065,0.01374431420960065,13,0.0009864778633728397,3.804453389156429,0.7831469845865028,0.9061841284667493,5.073174715042114,2.7821788787841797,0.5443120002746582,0.16132521629333496,0.44782042503356934,0.019847869873046875,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00937732049849296,0.8052329454273862
0.01374431420960065,0.01374431420960065,14,0.0011036244755390392,3.612738628245661,0.6870513899428925,0.7636444562372093,5.635223865509033,2.8201048374176025,0.5311079025268555,0.17814898490905762,0.42867350578308105,0.02010512351989746,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010156138863058151,0.7761264369846285
0.01374431420960065,0.01374431420960065,15,0.0012269200157067925,2.675058562219944,0.6302233203065996,0.6547940797894983,5.567383527755737,2.8454623222351074,0.524935245513916,0.1654798984527588,0.40113115310668945,0.019665241241455078,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008495392874007912,0.9813502356705256
0.01374431420960065,0.01374431420960065,16,0.0013558578360547391,2.518135480614089,0.5708465492945833,0.5986707052640671,5.431495904922485,2.718313694000244,0.4890010356903076,0.15755319595336914,0.37803101539611816,0.020217180252075195,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009777167080143437,1.3923303626399135
0.01374431420960065,0.01374431420960065,17,0.0014899081034219948,2.4737654295061824,0.5737798833352146,0.5902619657738175,5.454114198684692,2.728999376296997,0.5458261966705322,0.13474059104919434,0.43166351318359375,0.015654563903808594,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010926604854500931,1.5912737562954813
0.01374431420960065,0.01374431420960065,18,0.001628519976506255,3.1645635200743993,0.7027073877265536,0.8061850198651157,5.337890625,2.777233123779297,0.5245943069458008,0.14787721633911133,0.3986945152282715,0.016190052032470703,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010011537636617664,0.7663062429980116
0.01374431420960065,0.01374431420960065,19,0.0017711238693888616,4.009484205446001,0.6772317358792492,0.9736166185198452,5.532124280929565,2.87741756439209,0.5597972869873047,0.16570758819580078,0.3799703121185303,0.020278215408325195,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100961922673405,0.7937076726652469
0.01374431420960065,0.01374431420960065,20,0.0019171337920855223,6.278204184238839,0.6665350757853212,1.1189136029212292,5.59431529045105,2.9347870349884033,0.5492379665374756,0.1643829345703125,0.4095454216003418,0.019641637802124023,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010023302783375349,0.8122363215212104
0.01374431420960065,0.01374431420960065,21,0.0020659497585048454,3.166873713124581,0.6238819109627349,0.648621014735388,5.548454761505127,2.8399925231933594,0.5483920574188232,0.1651456356048584,0.40139150619506836,0.019841432571411133,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009935074777904989,0.8457420972153534
0.01374431420960065,0.01374431420960065,22,0.0022169602519198895,2.738156856383797,0.6428850170937345,0.6708294990837244,5.370713472366333,2.87740421295166,0.5493195056915283,0.16353487968444824,0.4113807678222656,0.019713878631591797,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009821799690636918,0.8922676601499814
0.01374431420960065,0.01374431420960065,23,0.0023695447378215637,2.5988888206184964,0.6101350584247083,0.6507884756756137,5.504836320877075,2.9679694175720215,0.5536348819732666,0.16391420364379883,0.40871739387512207,0.020183086395263672,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009775124992389781,0.9256752187648241
0.01374431420960065,0.01374431420960065,24,0.002523076213828027,2.6290546431710533,0.6101512764619229,0.6474169073254702,5.407123804092407,2.9653899669647217,0.5596516132354736,0.16761231422424316,0.4078209400177002,0.019618749618530273,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00974629263159922,0.9637100192775462
0.01374431420960065,0.01374431420960065,25,0.0026769237861719725,3.333151595097024,0.6482129542155918,0.7942289588174922,5.4110612869262695,3.0001614093780518,0.5311319828033447,0.1639246940612793,0.4710366725921631,0.019144296646118164,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009775354741203135,0.9839302475802137
0.01374431420960065,0.01374431420960065,26,0.002830455262178436,2.9688882777791354,0.580731457302744,0.6503797407326256,5.644452095031738,2.8968613147735596,0.5613307952880859,0.16573333740234375,0.4099860191345215,0.020170211791992188,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009738921709718327,1.0130703781830661
0.01374431420960065,0.01374431420960065,27,0.0029830397480801094,2.5448885515015416,0.5676208283588338,0.5999037073558534,5.516714334487915,2.613638162612915,0.530475378036499,0.13119292259216309,0.40166306495666504,0.015144824981689453,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009770750842652021,1.0458062505677288
0.01374431420960065,0.01374431420960065,28,0.0031340502414951544,3.4329776381989245,0.6243510902312405,0.741877827905146,5.063421249389648,2.8001160621643066,0.5316314697265625,0.1654682159423828,0.38254809379577637,0.019313335418701172,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009800551271258078,1.0709971336004602
0.01374431420960065,0.01374431420960065,29,0.003282866207914478,2.603890529403088,0.5597384670266686,0.6156862586052549,5.876015901565552,2.731255054473877,0.4515955448150635,0.13836002349853516,0.384152889251709,0.015529870986938477,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009852990880263625,1.1105812028785111
0.01374431420960065,0.01374431420960065,30,0.003428876130611138,2.687159836728806,0.6183298474483812,0.6551201037679931,5.350243330001831,2.775500774383545,0.5165832042694092,0.16453862190246582,0.39183616638183594,0.01921820640563965,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009934373263324404,1.1196393786776209
0.01374431420960065,0.01374431420960065,31,0.0035714800234937453,3.001463290114713,0.6638464507251489,0.7288211059622921,5.528395652770996,2.77238130569458,0.5327556133270264,0.15503597259521484,0.402876615524292,0.01861858367919922,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009738620582632862,1.033243989644627
0.01374431420960065,0.01374431420960065,32,0.003710091896578004,3.0299181277048257,0.648417509828069,0.7199837203580756,5.728903770446777,2.8358728885650635,0.5430760383605957,0.16447687149047852,0.4016101360321045,0.020141124725341797,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009734185092192506,1.0283270168249579
0.01374431420960065,0.01374431420960065,33,0.00384414216394526,2.601282766075442,0.5431619508778075,0.6207741103360874,5.08504319190979,2.7483417987823486,0.5097978115081787,0.14911270141601562,0.37354278564453125,0.01669931411743164,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009739696833142025,1.058978441445715
0.01374431420960065,0.01374431420960065,34,0.003973079984293207,2.596852403020777,0.59222110005535,0.6379451661533443,5.664181709289551,2.8581063747406006,0.5260486602783203,0.16391301155090332,0.40514636039733887,0.02071833610534668,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009739265217652858,1.0763226819003018
0.01374431420960065,0.01374431420960065,35,0.00409637552446096,3.0782990234374807,0.6106256663578455,0.7137476558966624,5.6819000244140625,2.901576042175293,0.544543981552124,0.15590739250183105,0.4193713665008545,0.019605159759521484,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009768900584004661,1.1012636381069651
0.01374431420960065,0.01374431420960065,36,0.004213522136627161,3.282167332117462,0.667859896275895,0.738272959771855,5.690349340438843,2.897401809692383,0.5431630611419678,0.15287160873413086,0.4280660152435303,0.01957988739013672,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009757904984243167,1.0642386378546413
0.01374431420960065,0.01374431420960065,37,0.0043240384402345455,2.8419422533845755,0.6583520560516801,0.6857436845832523,5.702064037322998,2.935242176055908,0.5414156913757324,0.1626753807067871,0.3984208106994629,0.020277976989746094,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00974907526892602,1.0266869745354716
0.01374431420960065,0.01374431420960065,38,0.0044274703000859224,2.526053327644457,0.6045585315612274,0.6257397839948761,5.9953742027282715,2.986997127532959,0.5674762725830078,0.16978216171264648,0.41627955436706543,0.01962876319885254,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009728555130979805,1.044887539236367
0.01374431420960065,0.01374431420960065,39,0.004523392692483095,2.7183431044816997,0.622355390365774,0.6904354724307713,5.5674333572387695,2.9762935638427734,0.5591635704040527,0.15661191940307617,0.43540263175964355,0.01899123191833496,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009730544800314881,1.0451170909072558
0.01374431420960065,0.01374431420960065,40,0.004611411451740418,2.8686447943637843,0.670892534620346,0.710380424737854,4.984574317932129,2.8408684730529785,0.5380277633666992,0.16586709022521973,0.4122145175933838,0.019263267517089844,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009726302254266324,1.0332291025343412
0.01374431420960065,0.01374431420960065,41,0.0046911648898961345,2.532554964173654,0.5506700194641253,0.6226337361026302,5.742840528488159,2.985417127609253,0.5400497913360596,0.15330767631530762,0.4080190658569336,0.019116640090942383,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009738284881696844,1.060914648916521
0.01374431420960065,0.01374431420960065,42,0.004762325282965806,2.8729771740100327,0.6439957751336038,0.7210894320987072,5.465789318084717,2.5737247467041016,0.46048998832702637,0.13628435134887695,0.3701291084289551,0.014681816101074219,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009736608607587753,1.0618960627378153
0.01374431420960065,0.01374431420960065,43,0.004824600217630452,2.8807984403066835,0.6614743155617315,0.6980257673048861,5.501400947570801,2.6122326850891113,0.47864222526550293,0.13591575622558594,0.3757743835449219,0.014839649200439453,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009728388953440048,1.0329877547209803
0.01374431420960065,0.01374431420960065,44,0.004877733792825605,2.781236982721469,0.5959691561088568,0.6623297757309726,5.634052991867065,2.731159210205078,0.5464193820953369,0.15399718284606934,0.37943005561828613,0.017446279525756836,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009735629386917239,1.038883302718033
0.01374431420960065,0.01374431420960065,45,0.004921507671293671,2.7866374224099117,0.6115911068783639,0.68037865915699,5.610195636749268,2.8917293548583984,0.5630834102630615,0.15994739532470703,0.4001760482788086,0.01963019371032715,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009768866010154108,1.0626183399105764
0.01374431420960065,0.01374431420960065,46,0.004955741976778557,2.860851067734286,0.706353825509987,0.6999597757293502,5.658826112747192,2.7919137477874756,0.55538010597229,0.17268013954162598,0.43402099609375,0.019619226455688477,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009723506233513502,1.0171817438609594
0.01374431420960065,0.01374431420960065,47,0.004980296033175791,2.854809961412385,0.6715241759913564,0.7023961039548978,5.435888290405273,2.5652992725372314,0.5105810165405273,0.14450502395629883,0.3775062561035156,0.01607537269592285,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009743223365898475,0.9751082469544505
0.01374431420960065,0.01374431420960065,48,0.004995068942600807,2.4949643605515286,0.6043074238846459,0.6322676551900727,5.532491445541382,2.6639444828033447,0.48719096183776855,0.1424267292022705,0.3701498508453369,0.01574993133544922,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009736473658042043,1.002078139666327
0.01374431420960065,0.01374431420960065,49,0.005,2.6810071009781025,0.6231264223669744,0.6704885786113315,5.521745443344116,2.9934921264648438,0.6106240749359131,0.16428470611572266,0.3973987102508545,0.019571542739868164,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009739189378238741,1.0046505187779449
0.01374431420960065,0.01374431420960065,50,0.004999939077007179,2.95518869417755,0.6606204048435373,0.6923153823608127,6.21684193611145,2.6945559978485107,0.5309388637542725,0.1539146900177002,0.35482025146484375,0.016335487365722656,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009776422069428286,0.9826984022850452
0.01374431420960065,0.01374431420960065,51,0.004999756310998021,2.8750189948768616,0.6170478659679347,0.7196934960197434,5.637330770492554,2.772796630859375,0.5648775100708008,0.1687467098236084,0.40604186058044434,0.01975250244140625,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009771206994422226,0.9975746626429415
0.01374431420960065,0.01374431420960065,52,0.004999451710880279,2.4319314221275645,0.5653199707463001,0.5960268793437754,5.403429746627808,2.8135461807250977,0.5646018981933594,0.16356420516967773,0.42106008529663086,0.020237445831298828,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009767746263510377,1.0515113570988808
0.01374431420960065,0.01374431420960065,53,0.004999025291499736,2.700762027639271,0.568004081166757,0.6526335444711753,5.888489007949829,2.7475948333740234,0.5560686588287354,0.1550137996673584,0.4304633140563965,0.01770329475402832,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009800444203849913,1.0971719536935174
0.01374431420960065,0.01374431420960065,54,0.00499847707363947,2.333328428416353,0.5673049756028402,0.5804425524652203,5.452472448348999,2.855494499206543,0.5062942504882812,0.14147520065307617,0.41382503509521484,0.017138004302978516,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009888240593831105,1.133506091099022
0.01374431420960065,0.01374431420960065,55,0.004997807084018845,2.106979013181959,0.5346778392376661,0.5284811898957489,5.358267068862915,2.8819103240966797,0.5654141902923584,0.1607663631439209,0.40328431129455566,0.0203402042388916,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01043583462232243,1.23406700713572
0.01374431420960065,0.01374431420960065,56,0.004997015355292212,2.7512607647135994,0.6514873861042761,0.7306283506219836,6.134835481643677,2.8126959800720215,0.544140100479126,0.1471538543701172,0.3886988162994385,0.017416000366210938,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009800691797231295,1.0857700673200175
0.01374431420960065,0.01374431420960065,57,0.004996101926047311,3.3486115432657697,0.7335508361835982,0.8105950831731505,5.7470314502716064,2.7032816410064697,0.5021712779998779,0.16054058074951172,0.39545488357543945,0.017225265502929688,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009884075002482166,1.0074608393302313
0.01374431420960065,0.01374431420960065,58,0.004995066840803395,2.653548483933768,0.584944161569283,0.653284962626246,5.524959087371826,2.8757028579711914,0.5200190544128418,0.1666264533996582,0.419605016708374,0.019710779190063477,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009735637193915752,1.0682446583029703
0.01374431420960065,0.01374431420960065,59,0.004993910150009058,2.9052932742165196,0.641896179728739,0.6994779661664041,5.461744070053101,2.6050076484680176,0.4734227657318115,0.14777731895446777,0.3627314567565918,0.0165708065032959,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009728474830423682,1.0603393504173437
0.01374431420960065,0.01374431420960065,60,0.004992631910039779,2.996939207809912,0.6952818243887253,0.7340609340518899,5.468068838119507,2.9067254066467285,0.5416224002838135,0.16362428665161133,0.39475131034851074,0.02040839195251465,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009713769791083455,1.0146484118733536
0.01374431420960065,0.01374431420960065,61,0.004991232183195168,2.602613075440673,0.6301906775332712,0.6672676370156291,5.03072714805603,2.781968116760254,0.5157895088195801,0.16793251037597656,0.39319825172424316,0.020796775817871094,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009712716961569827,1.0142947799230917
0.01374431420960065,0.01374431420960065,62,0.004989711037695939,2.5936818750557027,0.6151738389377582,0.6468074694346431,5.733240604400635,2.975322723388672,0.5921704769134521,0.16456365585327148,0.43657422065734863,0.021015644073486328,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009714021845606845,1.0108872717730295
0.01374431420960065,0.01374431420960065,63,0.004988068547680578,2.597814085438162,0.6259052495806193,0.665900746671208,5.735419988632202,2.8774254322052,0.5215272903442383,0.15610289573669434,0.41818737983703613,0.01837015151977539,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009714337471403833,1.0213506393887706
0.01374431420960065,0.01374431420960065,64,0.0049863047932017296,2.60075394461093,0.6187554685065471,0.6586258363538696,5.40048360824585,2.7996809482574463,0.5067048072814941,0.17073416709899902,0.38237476348876953,0.020976543426513672,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009714338586689334,1.019270922698049
0.01374431420960065,0.01374431420960065,65,0.004984419860222299,1.8139806769958389,0.4989596280207008,0.4330537010941879,5.835176467895508,2.842007875442505,0.5389208793640137,0.16416454315185547,0.3925759792327881,0.018896102905273438,0.0,0.15118745630560715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009746174411336036,1.0887208692053816
